id,target,dominant_prediction,correct_models,total_models,correct_ratio,majority_count,confidence,majority_correct,pred_SVC_s42,correct_SVC_s42,pred_SVC_s123,correct_SVC_s123,pred_SVC_s2026,correct_SVC_s2026,pred_CatBoost_s42,correct_CatBoost_s42,pred_CatBoost_s123,correct_CatBoost_s123,pred_CatBoost_s2026,correct_CatBoost_s2026,pred_RF_s42,correct_RF_s42,pred_RF_s123,correct_RF_s123,pred_RF_s2026,correct_RF_s2026,pred_ET_s42,correct_ET_s42,pred_ET_s123,correct_ET_s123,pred_ET_s2026,correct_ET_s2026,pred_HGB_s42,correct_HGB_s42,pred_HGB_s123,correct_HGB_s123,pred_HGB_s2026,correct_HGB_s2026,category,mean_confidence
648,2,3,1,15,0.06666666666666667,14,0.9333333333333333,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,2,1,3,0,CONSISTENTLY_WRONG,0.9333333333333333
649,1,0,0,15,0.0,15,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CONSISTENTLY_WRONG,1.0
651,1,0,0,15,0.0,15,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CONSISTENTLY_WRONG,1.0
656,1,2,0,15,0.0,13,0.8666666666666667,0,2,0,2,0,2,0,3,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,3,0,2,0,2,0,CONSISTENTLY_WRONG,0.8666666666666667
666,2,3,1,15,0.06666666666666667,14,0.9333333333333333,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,2,1,CONSISTENTLY_WRONG,0.9333333333333333
673,1,3,0,15,0.0,13,0.8666666666666667,0,3,0,3,0,0,0,3,0,3,0,3,0,3,0,3,0,2,0,3,0,3,0,3,0,3,0,3,0,3,0,CONSISTENTLY_WRONG,0.8666666666666667
676,2,3,0,15,0.0,15,1.0,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,CONSISTENTLY_WRONG,1.0
683,0,1,3,15,0.2,12,0.8,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,UNCERTAIN,0.8
687,2,3,2,15,0.13333333333333333,13,0.8666666666666667,0,2,1,3,0,2,1,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,CONSISTENTLY_WRONG,0.8666666666666667
693,1,2,1,15,0.06666666666666667,13,0.8666666666666667,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,3,0,2,0,2,0,2,0,1,1,2,0,CONSISTENTLY_WRONG,0.8666666666666667
694,1,3,0,15,0.0,15,1.0,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,CONSISTENTLY_WRONG,1.0
696,2,3,0,15,0.0,15,1.0,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,CONSISTENTLY_WRONG,1.0
705,2,1,0,15,0.0,15,1.0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,CONSISTENTLY_WRONG,1.0
711,1,0,2,15,0.13333333333333333,13,0.8666666666666667,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CONSISTENTLY_WRONG,0.8666666666666667
716,3,2,1,15,0.06666666666666667,14,0.9333333333333333,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,3,1,2,0,2,0,2,0,2,0,CONSISTENTLY_WRONG,0.9333333333333333
717,2,3,0,15,0.0,12,0.8,0,3,0,3,0,3,0,1,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,1,0,1,0,CONSISTENTLY_WRONG,0.8
721,0,1,0,15,0.0,12,0.8,0,2,0,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2,0,1,0,1,0,1,0,1,0,1,0,CONSISTENTLY_WRONG,0.8
723,1,0,0,15,0.0,15,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CONSISTENTLY_WRONG,1.0
726,1,0,2,15,0.13333333333333333,12,0.8,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,CONSISTENTLY_WRONG,0.8
728,1,0,0,15,0.0,15,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CONSISTENTLY_WRONG,1.0
735,3,1,0,15,0.0,13,0.8666666666666667,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2,0,2,0,1,0,CONSISTENTLY_WRONG,0.8666666666666667
747,2,0,0,15,0.0,14,0.9333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,CONSISTENTLY_WRONG,0.9333333333333333
753,2,1,1,15,0.06666666666666667,14,0.9333333333333333,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2,1,1,0,CONSISTENTLY_WRONG,0.9333333333333333
754,1,0,0,15,0.0,15,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CONSISTENTLY_WRONG,1.0
763,3,0,1,15,0.06666666666666667,12,0.8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,CONSISTENTLY_WRONG,0.8
765,1,0,1,15,0.06666666666666667,14,0.9333333333333333,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CONSISTENTLY_WRONG,0.9333333333333333
767,2,3,0,15,0.0,15,1.0,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,CONSISTENTLY_WRONG,1.0
770,1,0,0,15,0.0,15,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CONSISTENTLY_WRONG,1.0
791,2,1,0,15,0.0,12,0.8,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,CONSISTENTLY_WRONG,0.8
803,1,0,1,15,0.06666666666666667,12,0.8,0,2,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CONSISTENTLY_WRONG,0.8
816,2,3,2,15,0.13333333333333333,13,0.8666666666666667,0,2,1,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,2,1,CONSISTENTLY_WRONG,0.8666666666666667
823,1,0,0,15,0.0,15,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CONSISTENTLY_WRONG,1.0
825,2,3,1,15,0.06666666666666667,12,0.8,0,3,0,3,0,3,0,1,0,3,0,1,0,3,0,3,0,3,0,2,1,3,0,3,0,3,0,3,0,3,0,CONSISTENTLY_WRONG,0.8
832,2,0,0,15,0.0,15,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CONSISTENTLY_WRONG,1.0
838,2,3,2,15,0.13333333333333333,13,0.8666666666666667,0,3,0,3,0,3,0,2,1,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,2,1,CONSISTENTLY_WRONG,0.8666666666666667
844,2,3,1,15,0.06666666666666667,14,0.9333333333333333,0,3,0,3,0,2,1,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,CONSISTENTLY_WRONG,0.9333333333333333
853,2,3,2,15,0.13333333333333333,13,0.8666666666666667,0,2,1,2,1,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,CONSISTENTLY_WRONG,0.8666666666666667
855,2,1,0,15,0.0,14,0.9333333333333333,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,CONSISTENTLY_WRONG,0.9333333333333333
859,1,0,0,15,0.0,14,0.9333333333333333,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CONSISTENTLY_WRONG,0.9333333333333333
863,2,3,2,15,0.13333333333333333,13,0.8666666666666667,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,2,1,3,0,2,1,CONSISTENTLY_WRONG,0.8666666666666667
869,1,2,1,15,0.06666666666666667,14,0.9333333333333333,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,1,1,2,0,CONSISTENTLY_WRONG,0.9333333333333333
870,1,3,0,15,0.0,15,1.0,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,CONSISTENTLY_WRONG,1.0
875,2,1,0,15,0.0,15,1.0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,CONSISTENTLY_WRONG,1.0
878,0,1,0,15,0.0,13,0.8666666666666667,0,3,0,3,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,CONSISTENTLY_WRONG,0.8666666666666667
890,2,3,0,15,0.0,15,1.0,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,CONSISTENTLY_WRONG,1.0
893,1,3,0,15,0.0,12,0.8,0,3,0,2,0,3,0,3,0,2,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,2,0,3,0,CONSISTENTLY_WRONG,0.8
895,1,0,0,15,0.0,15,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CONSISTENTLY_WRONG,1.0
899,1,0,2,15,0.13333333333333333,13,0.8666666666666667,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CONSISTENTLY_WRONG,0.8666666666666667
900,1,3,0,15,0.0,13,0.8666666666666667,0,2,0,3,0,2,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,CONSISTENTLY_WRONG,0.8666666666666667
908,2,3,0,15,0.0,15,1.0,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,CONSISTENTLY_WRONG,1.0
912,3,2,0,15,0.0,12,0.8,0,2,0,2,0,2,0,2,0,1,0,2,0,2,0,2,0,2,0,1,0,2,0,2,0,2,0,2,0,1,0,CONSISTENTLY_WRONG,0.8
913,1,0,1,15,0.06666666666666667,14,0.9333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,CONSISTENTLY_WRONG,0.9333333333333333
914,1,3,0,15,0.0,12,0.8,0,2,0,2,0,2,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,CONSISTENTLY_WRONG,0.8
915,1,3,0,15,0.0,13,0.8666666666666667,0,2,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,2,0,CONSISTENTLY_WRONG,0.8666666666666667
927,0,1,0,15,0.0,15,1.0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,CONSISTENTLY_WRONG,1.0
933,1,0,0,15,0.0,15,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CONSISTENTLY_WRONG,1.0
935,2,3,0,15,0.0,15,1.0,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,CONSISTENTLY_WRONG,1.0
947,1,0,3,15,0.2,12,0.8,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,UNCERTAIN,0.8
949,1,3,0,15,0.0,15,1.0,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,CONSISTENTLY_WRONG,1.0
951,1,2,0,15,0.0,15,1.0,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,CONSISTENTLY_WRONG,1.0
954,3,2,3,15,0.2,12,0.8,0,2,0,2,0,2,0,3,1,3,1,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,3,1,2,0,UNCERTAIN,0.8
955,3,2,0,15,0.0,15,1.0,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,CONSISTENTLY_WRONG,1.0
957,2,0,0,15,0.0,13,0.8666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,CONSISTENTLY_WRONG,0.8666666666666667
961,1,0,1,15,0.06666666666666667,14,0.9333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,CONSISTENTLY_WRONG,0.9333333333333333
962,2,3,0,15,0.0,13,0.8666666666666667,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,1,0,1,0,3,0,CONSISTENTLY_WRONG,0.8666666666666667
965,2,3,1,15,0.06666666666666667,14,0.9333333333333333,0,3,0,3,0,2,1,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,CONSISTENTLY_WRONG,0.9333333333333333
968,2,3,1,15,0.06666666666666667,14,0.9333333333333333,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,2,1,CONSISTENTLY_WRONG,0.9333333333333333
978,1,0,0,15,0.0,15,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CONSISTENTLY_WRONG,1.0
981,2,3,1,15,0.06666666666666667,14,0.9333333333333333,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,2,1,3,0,CONSISTENTLY_WRONG,0.9333333333333333
984,2,1,2,15,0.13333333333333333,12,0.8,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,2,1,1,0,2,1,CONSISTENTLY_WRONG,0.8
990,1,0,3,15,0.2,12,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,UNCERTAIN,0.8
1002,2,3,3,15,0.2,12,0.8,0,3,0,2,1,2,1,3,0,3,0,2,1,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,UNCERTAIN,0.8
1015,2,3,0,15,0.0,15,1.0,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,CONSISTENTLY_WRONG,1.0
1023,1,0,0,15,0.0,15,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CONSISTENTLY_WRONG,1.0
1032,2,3,0,15,0.0,12,0.8,0,1,0,1,0,1,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,CONSISTENTLY_WRONG,0.8
1039,2,1,0,15,0.0,15,1.0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,CONSISTENTLY_WRONG,1.0
1044,3,1,0,15,0.0,15,1.0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,CONSISTENTLY_WRONG,1.0
1045,2,3,2,15,0.13333333333333333,13,0.8666666666666667,0,3,0,3,0,3,0,3,0,2,1,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,2,1,CONSISTENTLY_WRONG,0.8666666666666667
1046,1,0,0,15,0.0,15,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CONSISTENTLY_WRONG,1.0
1051,0,2,0,15,0.0,14,0.9333333333333333,0,1,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,CONSISTENTLY_WRONG,0.9333333333333333
1056,1,0,3,15,0.2,12,0.8,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,UNCERTAIN,0.8
1069,0,1,0,15,0.0,15,1.0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,CONSISTENTLY_WRONG,1.0
1077,3,1,1,15,0.06666666666666667,13,0.8666666666666667,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2,0,3,1,1,0,CONSISTENTLY_WRONG,0.8666666666666667
1085,2,3,1,15,0.06666666666666667,14,0.9333333333333333,0,3,0,3,0,3,0,3,0,2,1,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,CONSISTENTLY_WRONG,0.9333333333333333
1092,1,0,0,15,0.0,15,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CONSISTENTLY_WRONG,1.0
1095,1,0,1,15,0.06666666666666667,13,0.8666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,CONSISTENTLY_WRONG,0.8666666666666667
1097,0,2,0,15,0.0,15,1.0,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,CONSISTENTLY_WRONG,1.0
1101,1,0,3,15,0.2,12,0.8,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UNCERTAIN,0.8
1107,2,3,2,15,0.13333333333333333,13,0.8666666666666667,0,3,0,3,0,3,0,3,0,3,0,2,1,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,2,1,CONSISTENTLY_WRONG,0.8666666666666667
1115,1,0,0,15,0.0,12,0.8,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CONSISTENTLY_WRONG,0.8
1120,1,3,0,15,0.0,14,0.9333333333333333,0,3,0,3,0,2,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,CONSISTENTLY_WRONG,0.9333333333333333
1127,2,3,2,15,0.13333333333333333,13,0.8666666666666667,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,2,1,2,1,CONSISTENTLY_WRONG,0.8666666666666667
1129,2,3,1,15,0.06666666666666667,14,0.9333333333333333,0,2,1,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,CONSISTENTLY_WRONG,0.9333333333333333
1130,0,2,0,15,0.0,13,0.8666666666666667,0,1,0,1,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,CONSISTENTLY_WRONG,0.8666666666666667
1131,0,1,3,15,0.2,12,0.8,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,UNCERTAIN,0.8
1133,3,2,0,15,0.0,13,0.8666666666666667,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,1,0,2,0,2,0,2,0,2,0,0,0,2,0,CONSISTENTLY_WRONG,0.8666666666666667
1136,1,2,1,15,0.06666666666666667,13,0.8666666666666667,0,2,0,2,0,3,0,2,0,2,0,2,0,2,0,1,1,2,0,2,0,2,0,2,0,2,0,2,0,2,0,CONSISTENTLY_WRONG,0.8666666666666667
1140,2,1,1,15,0.06666666666666667,13,0.8666666666666667,0,2,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,3,0,1,0,1,0,1,0,1,0,CONSISTENTLY_WRONG,0.8666666666666667
1141,1,3,0,15,0.0,15,1.0,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,CONSISTENTLY_WRONG,1.0
1150,1,3,0,15,0.0,12,0.8,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,2,0,2,0,2,0,CONSISTENTLY_WRONG,0.8
1160,1,0,0,15,0.0,15,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CONSISTENTLY_WRONG,1.0
1172,2,3,3,15,0.2,12,0.8,0,3,0,3,0,3,0,3,0,3,0,3,0,2,1,2,1,3,0,3,0,3,0,3,0,2,1,3,0,3,0,UNCERTAIN,0.8
1176,3,2,0,15,0.0,12,0.8,0,1,0,0,0,1,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,CONSISTENTLY_WRONG,0.8
1179,0,1,3,15,0.2,12,0.8,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,UNCERTAIN,0.8
1185,2,1,3,15,0.2,12,0.8,0,1,0,1,0,1,0,2,1,2,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2,1,1,0,1,0,UNCERTAIN,0.8
1186,1,0,3,15,0.2,12,0.8,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,UNCERTAIN,0.8
1194,2,3,0,15,0.0,15,1.0,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,CONSISTENTLY_WRONG,1.0
1197,0,1,1,15,0.06666666666666667,14,0.9333333333333333,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,CONSISTENTLY_WRONG,0.9333333333333333
1198,1,0,0,15,0.0,15,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CONSISTENTLY_WRONG,1.0
1202,3,1,2,15,0.13333333333333333,13,0.8666666666666667,0,3,1,3,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,CONSISTENTLY_WRONG,0.8666666666666667
1203,1,0,2,15,0.13333333333333333,13,0.8666666666666667,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CONSISTENTLY_WRONG,0.8666666666666667
1207,1,2,0,15,0.0,13,0.8666666666666667,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,3,0,3,0,2,0,2,0,CONSISTENTLY_WRONG,0.8666666666666667
1208,0,1,1,15,0.06666666666666667,14,0.9333333333333333,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,CONSISTENTLY_WRONG,0.9333333333333333
1209,3,2,0,15,0.0,12,0.8,0,2,0,2,0,2,0,2,0,2,0,2,0,1,0,2,0,2,0,2,0,2,0,2,0,2,0,1,0,1,0,CONSISTENTLY_WRONG,0.8
1214,2,0,0,15,0.0,14,0.9333333333333333,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CONSISTENTLY_WRONG,0.9333333333333333
1217,1,3,1,15,0.06666666666666667,14,0.9333333333333333,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,1,1,3,0,CONSISTENTLY_WRONG,0.9333333333333333
1218,1,3,0,15,0.0,15,1.0,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,CONSISTENTLY_WRONG,1.0
1219,2,1,0,15,0.0,13,0.8666666666666667,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,CONSISTENTLY_WRONG,0.8666666666666667
1232,2,3,0,15,0.0,15,1.0,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,CONSISTENTLY_WRONG,1.0
1237,3,1,2,15,0.13333333333333333,13,0.8666666666666667,0,3,1,1,0,3,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,CONSISTENTLY_WRONG,0.8666666666666667
1241,1,0,3,15,0.2,12,0.8,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UNCERTAIN,0.8
1253,0,1,0,15,0.0,15,1.0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,CONSISTENTLY_WRONG,1.0
1256,0,3,0,15,0.0,15,1.0,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,CONSISTENTLY_WRONG,1.0
1260,2,3,1,15,0.06666666666666667,14,0.9333333333333333,0,3,0,3,0,2,1,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,CONSISTENTLY_WRONG,0.9333333333333333
1270,1,0,0,15,0.0,15,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CONSISTENTLY_WRONG,1.0
1278,2,1,0,15,0.0,15,1.0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,CONSISTENTLY_WRONG,1.0
1282,1,0,0,15,0.0,15,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CONSISTENTLY_WRONG,1.0
